aoi_id,grid_i,grid_j,grid_proj,grid_size,target_catid,context_catids,set,t0_pan,t0_ps,t0_ms,t-1_pan,t-1_ps,t-1_ms,t-2_pan,t-2_ps,t-2_ms,t-3_pan,t-3_ps,t-3_ms
1229,-445,15758,epsg:3395,437,1050010012558100,"[""103001006257CF00"", ""1030050048F8F300"", ""1030050039F8A400""]",train,./images/1050010012558100_i-445_j15758_t0_pan.tif,./images/1050010012558100_i-445_j15758_t0_ps.tif,,./images/103001006257CF00_i-445_j15758_t-1_pan.tif,./images/103001006257CF00_i-445_j15758_t-1_ps.tif,,./images/1030050048F8F300_i-445_j15758_t-2_pan.tif,./images/1030050048F8F300_i-445_j15758_t-2_ps.tif,,./images/1030050039F8A400_i-445_j15758_t-3_pan.tif,./images/1030050039F8A400_i-445_j15758_t-3_ps.tif,
1062,-31204,10339,epsg:3395,437,1050010010A7AA00,"[""10500100109C5F00"", ""1050010010884B00"", ""103001007EAD1400""]",train,./images/1050010010A7AA00_i-31204_j10339_t0_pan.tif,./images/1050010010A7AA00_i-31204_j10339_t0_ps.tif,,./images/10500100109C5F00_i-31204_j10339_t-1_pan.tif,./images/10500100109C5F00_i-31204_j10339_t-1_ps.tif,,./images/1050010010884B00_i-31204_j10339_t-2_pan.tif,./images/1050010010884B00_i-31204_j10339_t-2_ps.tif,,./images/103001007EAD1400_i-31204_j10339_t-3_pan.tif,./images/103001007EAD1400_i-31204_j10339_t-3_ps.tif,
7201,3174,11718,epsg:3395,437,10500100017DEB00,"[""1030010048249C00"", ""10300100487EF900"", ""105041001325AD00""]",train,./images/10500100017DEB00_i3174_j11718_t0_pan.tif,./images/10500100017DEB00_i3174_j11718_t0_ps.tif,,./images/1030010048249C00_i3174_j11718_t-1_pan.tif,./images/1030010048249C00_i3174_j11718_t-1_ps.tif,,./images/10300100487EF900_i3174_j11718_t-2_pan.tif,./images/10300100487EF900_i3174_j11718_t-2_ps.tif,,./images/105041001325AD00_i3174_j11718_t-3_pan.tif,./images/105041001325AD00_i3174_j11718_t-3_ps.tif,
5760,-5585,21385,epsg:3395,437,1050010014D71300,"[""1050010014CB3E00"", ""1050010014CB3C00"", ""103001008AA9C500""]",train,./images/1050010014D71300_i-5585_j21385_t0_pan.tif,./images/1050010014D71300_i-5585_j21385_t0_ps.tif,,./images/1050010014CB3E00_i-5585_j21385_t-1_pan.tif,./images/1050010014CB3E00_i-5585_j21385_t-1_ps.tif,,./images/1050010014CB3C00_i-5585_j21385_t-2_pan.tif,./images/1050010014CB3C00_i-5585_j21385_t-2_ps.tif,,./images/103001008AA9C500_i-5585_j21385_t-3_pan.tif,./images/103001008AA9C500_i-5585_j21385_t-3_ps.tif,
6711,2133,14714,epsg:3395,437,10500100065F6200,"[""1030050049F8E600"", ""103001004C25B300"", ""103001003AC0B200""]",train,./images/10500100065F6200_i2133_j14714_t0_pan.tif,./images/10500100065F6200_i2133_j14714_t0_ps.tif,,./images/1030050049F8E600_i2133_j14714_t-1_pan.tif,./images/1030050049F8E600_i2133_j14714_t-1_ps.tif,,./images/103001004C25B300_i2133_j14714_t-2_pan.tif,./images/103001004C25B300_i2133_j14714_t-2_ps.tif,,./images/103001003AC0B200_i2133_j14714_t-3_pan.tif,./images/103001003AC0B200_i2133_j14714_t-3_ps.tif,
6469,-27171,9502,epsg:3395,437,1050010013A7BA00,"[""1050010013615600"", ""1050010013615300"", ""105001001346F600""]",train,./images/1050010013A7BA00_i-27171_j9502_t0_pan.tif,./images/1050010013A7BA00_i-27171_j9502_t0_ps.tif,,./images/1050010013615600_i-27171_j9502_t-1_pan.tif,./images/1050010013615600_i-27171_j9502_t-1_ps.tif,,./images/1050010013615300_i-27171_j9502_t-2_pan.tif,./images/1050010013615300_i-27171_j9502_t-2_ps.tif,,./images/105001001346F600_i-27171_j9502_t-3_pan.tif,./images/105001001346F600_i-27171_j9502_t-3_ps.tif,
8391,-627,16160,epsg:3395,437,105005000CDD5E00,"[""1050050006DD4F00"", ""10300100629FB700"", ""10504100037A7600""]",train,./images/105005000CDD5E00_i-627_j16160_t0_pan.tif,./images/105005000CDD5E00_i-627_j16160_t0_ps.tif,,./images/1050050006DD4F00_i-627_j16160_t-1_pan.tif,./images/1050050006DD4F00_i-627_j16160_t-1_ps.tif,,./images/10300100629FB700_i-627_j16160_t-2_pan.tif,./images/10300100629FB700_i-627_j16160_t-2_ps.tif,,./images/10504100037A7600_i-627_j16160_t-3_pan.tif,./images/10504100037A7600_i-627_j16160_t-3_ps.tif,
4022,-18664,11328,epsg:3395,437,105041000295FF00,"[""1050410000E6D300"", ""1050410000E29300"", ""1050410000DBC400""]",train,./images/105041000295FF00_i-18664_j11328_t0_pan.tif,./images/105041000295FF00_i-18664_j11328_t0_ps.tif,,./images/1050410000E6D300_i-18664_j11328_t-1_pan.tif,./images/1050410000E6D300_i-18664_j11328_t-1_ps.tif,,./images/1050410000E29300_i-18664_j11328_t-2_pan.tif,./images/1050410000E29300_i-18664_j11328_t-2_ps.tif,,./images/1050410000DBC400_i-18664_j11328_t-3_pan.tif,./images/1050410000DBC400_i-18664_j11328_t-3_ps.tif,
8153,34683,9794,epsg:3395,437,105001000DCC1D00,"[""103001006FD09E00"", ""10500C000ED97600"", ""1030010063843600""]",train,./images/105001000DCC1D00_i34683_j9794_t0_pan.tif,./images/105001000DCC1D00_i34683_j9794_t0_ps.tif,,./images/103001006FD09E00_i34683_j9794_t-1_pan.tif,./images/103001006FD09E00_i34683_j9794_t-1_ps.tif,,./images/10500C000ED97600_i34683_j9794_t-2_pan.tif,./images/10500C000ED97600_i34683_j9794_t-2_ps.tif,,./images/1030010063843600_i34683_j9794_t-3_pan.tif,./images/1030010063843600_i34683_j9794_t-3_ps.tif,
2493,22233,12388,epsg:3395,437,10500100137DE100,"[""1030010086868E00"", ""105001001336B700"", ""1030010087988A00""]",train,./images/10500100137DE100_i22233_j12388_t0_pan.tif,./images/10500100137DE100_i22233_j12388_t0_ps.tif,,./images/1030010086868E00_i22233_j12388_t-1_pan.tif,./images/1030010086868E00_i22233_j12388_t-1_ps.tif,,./images/105001001336B700_i22233_j12388_t-2_pan.tif,./images/105001001336B700_i22233_j12388_t-2_ps.tif,,./images/1030010087988A00_i22233_j12388_t-3_pan.tif,./images/1030010087988A00_i22233_j12388_t-3_ps.tif,
8391,-547,16158,epsg:3395,437,105005002ADD5C00,"[""103001007FCA0B00"", ""103001007F7CDA00"", ""1030050075F95000""]",train,./images/105005002ADD5C00_i-547_j16158_t0_pan.tif,./images/105005002ADD5C00_i-547_j16158_t0_ps.tif,,./images/103001007FCA0B00_i-547_j16158_t-1_pan.tif,./images/103001007FCA0B00_i-547_j16158_t-1_ps.tif,,./images/103001007F7CDA00_i-547_j16158_t-2_pan.tif,./images/103001007F7CDA00_i-547_j16158_t-2_ps.tif,,./images/1030050075F95000_i-547_j16158_t-3_pan.tif,./images/1030050075F95000_i-547_j16158_t-3_ps.tif,
2528,-30685,14953,epsg:3395,437,1050010014CC2A00,"[""103001008C0D5800"", ""1050010014029F00"", ""1030010084CA5100""]",train,./images/1050010014CC2A00_i-30685_j14953_t0_pan.tif,./images/1050010014CC2A00_i-30685_j14953_t0_ps.tif,,./images/103001008C0D5800_i-30685_j14953_t-1_pan.tif,./images/103001008C0D5800_i-30685_j14953_t-1_ps.tif,,./images/1050010014029F00_i-30685_j14953_t-2_pan.tif,./images/1050010014029F00_i-30685_j14953_t-2_ps.tif,,./images/1030010084CA5100_i-30685_j14953_t-3_pan.tif,./images/1030010084CA5100_i-30685_j14953_t-3_ps.tif,
5499,6007,10446,epsg:3395,437,1050050038DD7700,"[""103005007AF93100"", ""103005007AF93000"", ""103001008281BE00""]",train,./images/1050050038DD7700_i6007_j10446_t0_pan.tif,./images/1050050038DD7700_i6007_j10446_t0_ps.tif,,./images/103005007AF93100_i6007_j10446_t-1_pan.tif,./images/103005007AF93100_i6007_j10446_t-1_ps.tif,,./images/103005007AF93000_i6007_j10446_t-2_pan.tif,./images/103005007AF93000_i6007_j10446_t-2_ps.tif,,./images/103001008281BE00_i6007_j10446_t-3_pan.tif,./images/103001008281BE00_i6007_j10446_t-3_ps.tif,
1415,29550,-8582,epsg:3395,437,1050010015205500,"[""1050010014B8AE00"", ""103001008EBAE500"", ""103001008BA2A600""]",train,./images/1050010015205500_i29550_j-8582_t0_pan.tif,./images/1050010015205500_i29550_j-8582_t0_ps.tif,,./images/1050010014B8AE00_i29550_j-8582_t-1_pan.tif,./images/1050010014B8AE00_i29550_j-8582_t-1_ps.tif,,./images/103001008EBAE500_i29550_j-8582_t-2_pan.tif,./images/103001008EBAE500_i29550_j-8582_t-2_ps.tif,,./images/103001008BA2A600_i29550_j-8582_t-3_pan.tif,./images/103001008BA2A600_i29550_j-8582_t-3_ps.tif,
8753,-24298,7859,epsg:3395,437,105001000DAEDE00,"[""103001007153DE00"", ""1030010070B54F00"", ""105001000BBCC300""]",train,./images/105001000DAEDE00_i-24298_j7859_t0_pan.tif,./images/105001000DAEDE00_i-24298_j7859_t0_ps.tif,,./images/103001007153DE00_i-24298_j7859_t-1_pan.tif,./images/103001007153DE00_i-24298_j7859_t-1_ps.tif,,./images/1030010070B54F00_i-24298_j7859_t-2_pan.tif,./images/1030010070B54F00_i-24298_j7859_t-2_ps.tif,,./images/105001000BBCC300_i-24298_j7859_t-3_pan.tif,./images/105001000BBCC300_i-24298_j7859_t-3_ps.tif,
5056,-16602,-7065,epsg:3395,437,1050410004B4FB00,"[""1050410003F54700"", ""1050410003EC4200"", ""1050410003E9F200""]",train,./images/1050410004B4FB00_i-16602_j-7065_t0_pan.tif,./images/1050410004B4FB00_i-16602_j-7065_t0_ps.tif,,./images/1050410003F54700_i-16602_j-7065_t-1_pan.tif,./images/1050410003F54700_i-16602_j-7065_t-1_ps.tif,,./images/1050410003EC4200_i-16602_j-7065_t-2_pan.tif,./images/1050410003EC4200_i-16602_j-7065_t-2_ps.tif,,./images/1050410003E9F200_i-16602_j-7065_t-3_pan.tif,./images/1050410003E9F200_i-16602_j-7065_t-3_ps.tif,
7600,5352,15553,epsg:3395,437,1050010008047200,"[""1050010008047000"", ""1050010007455500"", ""1050010007455300""]",train,./images/1050010008047200_i5352_j15553_t0_pan.tif,./images/1050010008047200_i5352_j15553_t0_ps.tif,,./images/1050010008047000_i5352_j15553_t-1_pan.tif,./images/1050010008047000_i5352_j15553_t-1_ps.tif,,./images/1050010007455500_i5352_j15553_t-2_pan.tif,./images/1050010007455500_i5352_j15553_t-2_ps.tif,,./images/1050010007455300_i5352_j15553_t-3_pan.tif,./images/1050010007455300_i5352_j15553_t-3_ps.tif,
7505,-46,15134,epsg:3395,437,1050410000676600,"[""1050410000FE4600"", ""105041000105C600"", ""103005001EF90900""]",train,./images/1050410000676600_i-46_j15134_t0_pan.tif,./images/1050410000676600_i-46_j15134_t0_ps.tif,,./images/1050410000FE4600_i-46_j15134_t-1_pan.tif,./images/1050410000FE4600_i-46_j15134_t-1_ps.tif,,./images/105041000105C600_i-46_j15134_t-2_pan.tif,./images/105041000105C600_i-46_j15134_t-2_ps.tif,,./images/103005001EF90900_i-46_j15134_t-3_pan.tif,./images/103005001EF90900_i-46_j15134_t-3_ps.tif,
6866,34879,9517,epsg:3395,437,10504100043A4A00,"[""103001002260C400"", ""105041000000B000"", ""1030010020B62B00""]",train,./images/10504100043A4A00_i34879_j9517_t0_pan.tif,./images/10504100043A4A00_i34879_j9517_t0_ps.tif,,./images/103001002260C400_i34879_j9517_t-1_pan.tif,./images/103001002260C400_i34879_j9517_t-1_ps.tif,,./images/105041000000B000_i34879_j9517_t-2_pan.tif,./images/105041000000B000_i34879_j9517_t-2_ps.tif,,./images/1030010020B62B00_i34879_j9517_t-3_pan.tif,./images/1030010020B62B00_i34879_j9517_t-3_ps.tif,
1229,-536,15701,epsg:3395,437,1050050009DD5500,"[""103005003AF96700"", ""103005002CF99A00"", ""103005002CF99B00""]",train,./images/1050050009DD5500_i-536_j15701_t0_pan.tif,./images/1050050009DD5500_i-536_j15701_t0_ps.tif,,./images/103005003AF96700_i-536_j15701_t-1_pan.tif,./images/103005003AF96700_i-536_j15701_t-1_ps.tif,,./images/103005002CF99A00_i-536_j15701_t-2_pan.tif,./images/103005002CF99A00_i-536_j15701_t-2_ps.tif,,./images/103005002CF99B00_i-536_j15701_t-3_pan.tif,./images/103005002CF99B00_i-536_j15701_t-3_ps.tif,
1395,777,14884,epsg:3395,437,10504100125CFB00,"[""105041001258D600"", ""1030050037F95A00"", ""1030050030F9A000""]",train,./images/10504100125CFB00_i777_j14884_t0_pan.tif,./images/10504100125CFB00_i777_j14884_t0_ps.tif,,./images/105041001258D600_i777_j14884_t-1_pan.tif,./images/105041001258D600_i777_j14884_t-1_ps.tif,,./images/1030050037F95A00_i777_j14884_t-2_pan.tif,./images/1030050037F95A00_i777_j14884_t-2_ps.tif,,./images/1030050030F9A000_i777_j14884_t-3_pan.tif,./images/1030050030F9A000_i777_j14884_t-3_ps.tif,
4460,-19144,11068,epsg:3395,437,105001000E238700,"[""105001000E238600"", ""105001000DC11600"", ""105001000DA7E500""]",train,./images/105001000E238700_i-19144_j11068_t0_pan.tif,./images/105001000E238700_i-19144_j11068_t0_ps.tif,,./images/105001000E238600_i-19144_j11068_t-1_pan.tif,./images/105001000E238600_i-19144_j11068_t-1_ps.tif,,./images/105001000DC11600_i-19144_j11068_t-2_pan.tif,./images/105001000DC11600_i-19144_j11068_t-2_ps.tif,,./images/105001000DA7E500_i-19144_j11068_t-3_pan.tif,./images/105001000DA7E500_i-19144_j11068_t-3_ps.tif,
8722,7756,19122,epsg:3395,437,105001000884E000,"[""1050010008608400"", ""1050010008608100"", ""105001000848DB00""]",train,./images/105001000884E000_i7756_j19122_t0_pan.tif,./images/105001000884E000_i7756_j19122_t0_ps.tif,,./images/1050010008608400_i7756_j19122_t-1_pan.tif,./images/1050010008608400_i7756_j19122_t-1_ps.tif,,./images/1050010008608100_i7756_j19122_t-2_pan.tif,./images/1050010008608100_i7756_j19122_t-2_ps.tif,,./images/105001000848DB00_i7756_j19122_t-3_pan.tif,./images/105001000848DB00_i7756_j19122_t-3_ps.tif,
2144,-1365,9832,epsg:3395,437,1050050047DD8D00,"[""1050050041DD7300"", ""1030050080F90F00"", ""103005007FF90F00""]",train,./images/1050050047DD8D00_i-1365_j9832_t0_pan.tif,./images/1050050047DD8D00_i-1365_j9832_t0_ps.tif,,./images/1050050041DD7300_i-1365_j9832_t-1_pan.tif,./images/1050050041DD7300_i-1365_j9832_t-1_ps.tif,,./images/1030050080F90F00_i-1365_j9832_t-2_pan.tif,./images/1030050080F90F00_i-1365_j9832_t-2_ps.tif,,./images/103005007FF90F00_i-1365_j9832_t-3_pan.tif,./images/103005007FF90F00_i-1365_j9832_t-3_ps.tif,
7174,5161,12673,epsg:3395,437,1050010006523B00,"[""1050010006293400"", ""103005004FF89C00"", ""1030050049F94800""]",train,./images/1050010006523B00_i5161_j12673_t0_pan.tif,./images/1050010006523B00_i5161_j12673_t0_ps.tif,,./images/1050010006293400_i5161_j12673_t-1_pan.tif,./images/1050010006293400_i5161_j12673_t-1_ps.tif,,./images/103005004FF89C00_i5161_j12673_t-2_pan.tif,./images/103005004FF89C00_i5161_j12673_t-2_ps.tif,,./images/1030050049F94800_i5161_j12673_t-3_pan.tif,./images/1030050049F94800_i5161_j12673_t-3_ps.tif,
1326,-2339,10633,epsg:3395,437,105001000D34EB00,"[""105001000D34EA00"", ""105001000D34E900"", ""105001000D085700""]",train,./images/105001000D34EB00_i-2339_j10633_t0_pan.tif,./images/105001000D34EB00_i-2339_j10633_t0_ps.tif,,./images/105001000D34EA00_i-2339_j10633_t-1_pan.tif,./images/105001000D34EA00_i-2339_j10633_t-1_ps.tif,,./images/105001000D34E900_i-2339_j10633_t-2_pan.tif,./images/105001000D34E900_i-2339_j10633_t-2_ps.tif,,./images/105001000D085700_i-2339_j10633_t-3_pan.tif,./images/105001000D085700_i-2339_j10633_t-3_ps.tif,
1326,-2343,10629,epsg:3395,437,1050010007876D00,"[""1050010007876C00"", ""1050010007746200"", ""10300100612CE000""]",train,./images/1050010007876D00_i-2343_j10629_t0_pan.tif,./images/1050010007876D00_i-2343_j10629_t0_ps.tif,,./images/1050010007876C00_i-2343_j10629_t-1_pan.tif,./images/1050010007876C00_i-2343_j10629_t-1_ps.tif,,./images/1050010007746200_i-2343_j10629_t-2_pan.tif,./images/1050010007746200_i-2343_j10629_t-2_ps.tif,,./images/10300100612CE000_i-2343_j10629_t-3_pan.tif,./images/10300100612CE000_i-2343_j10629_t-3_ps.tif,
7201,3166,11720,epsg:3395,437,105041001325AD00,"[""1050410013214E00"", ""1050410012C6FF00"", ""105041001282DD00""]",train,./images/105041001325AD00_i3166_j11720_t0_pan.tif,./images/105041001325AD00_i3166_j11720_t0_ps.tif,,./images/1050410013214E00_i3166_j11720_t-1_pan.tif,./images/1050410013214E00_i3166_j11720_t-1_ps.tif,,./images/1050410012C6FF00_i3166_j11720_t-2_pan.tif,./images/1050410012C6FF00_i3166_j11720_t-2_ps.tif,,./images/105041001282DD00_i3166_j11720_t-3_pan.tif,./images/105041001282DD00_i3166_j11720_t-3_ps.tif,
1062,-31061,10199,epsg:3395,437,1050010004290C00,"[""1030010055AFB500"", ""1030010053BE8800"", ""10300100522DBA00""]",train,./images/1050010004290C00_i-31061_j10199_t0_pan.tif,./images/1050010004290C00_i-31061_j10199_t0_ps.tif,,./images/1030010055AFB500_i-31061_j10199_t-1_pan.tif,./images/1030010055AFB500_i-31061_j10199_t-1_ps.tif,,./images/1030010053BE8800_i-31061_j10199_t-2_pan.tif,./images/1030010053BE8800_i-31061_j10199_t-2_ps.tif,,./images/10300100522DBA00_i-31061_j10199_t-3_pan.tif,./images/10300100522DBA00_i-31061_j10199_t-3_ps.tif,
4022,-18836,11313,epsg:3395,437,1050010001D41E00,"[""1050010001D41D00"", ""1050010001D41C00"", ""10500100015EBA00""]",train,./images/1050010001D41E00_i-18836_j11313_t0_pan.tif,./images/1050010001D41E00_i-18836_j11313_t0_ps.tif,,./images/1050010001D41D00_i-18836_j11313_t-1_pan.tif,./images/1050010001D41D00_i-18836_j11313_t-1_ps.tif,,./images/1050010001D41C00_i-18836_j11313_t-2_pan.tif,./images/1050010001D41C00_i-18836_j11313_t-2_ps.tif,,./images/10500100015EBA00_i-18836_j11313_t-3_pan.tif,./images/10500100015EBA00_i-18836_j11313_t-3_ps.tif,
8800,32280,13074,epsg:3395,437,10500100135B7E00,"[""103001008762CF00"", ""1030010089679B00"", ""10300100875F5800""]",train,./images/10500100135B7E00_i32280_j13074_t0_pan.tif,./images/10500100135B7E00_i32280_j13074_t0_ps.tif,,./images/103001008762CF00_i32280_j13074_t-1_pan.tif,./images/103001008762CF00_i32280_j13074_t-1_ps.tif,,./images/1030010089679B00_i32280_j13074_t-2_pan.tif,./images/1030010089679B00_i32280_j13074_t-2_ps.tif,,./images/10300100875F5800_i32280_j13074_t-3_pan.tif,./images/10300100875F5800_i32280_j13074_t-3_ps.tif,
9272,32447,10289,epsg:3395,437,1050010010A55A00,"[""103001007B332600"", ""10300100575D4400"", ""1050410013150A00""]",train,./images/1050010010A55A00_i32447_j10289_t0_pan.tif,./images/1050010010A55A00_i32447_j10289_t0_ps.tif,,./images/103001007B332600_i32447_j10289_t-1_pan.tif,./images/103001007B332600_i32447_j10289_t-1_ps.tif,,./images/10300100575D4400_i32447_j10289_t-2_pan.tif,./images/10300100575D4400_i32447_j10289_t-2_ps.tif,,./images/1050410013150A00_i32447_j10289_t-3_pan.tif,./images/1050410013150A00_i32447_j10289_t-3_ps.tif,
3249,26023,577,epsg:3395,437,105001000F08CF00,"[""105001000C69E100"", ""105001000C69E000"", ""105001000BC21B00""]",train,./images/105001000F08CF00_i26023_j577_t0_pan.tif,./images/105001000F08CF00_i26023_j577_t0_ps.tif,,./images/105001000C69E100_i26023_j577_t-1_pan.tif,./images/105001000C69E100_i26023_j577_t-1_ps.tif,,./images/105001000C69E000_i26023_j577_t-2_pan.tif,./images/105001000C69E000_i26023_j577_t-2_ps.tif,,./images/105001000BC21B00_i26023_j577_t-3_pan.tif,./images/105001000BC21B00_i26023_j577_t-3_ps.tif,
709,18519,9050,epsg:3395,437,10500100096E9700,"[""1050010008D87B00"", ""1050010008CD5200"", ""1050010008ACDD00""]",train,./images/10500100096E9700_i18519_j9050_t0_pan.tif,./images/10500100096E9700_i18519_j9050_t0_ps.tif,,./images/1050010008D87B00_i18519_j9050_t-1_pan.tif,./images/1050010008D87B00_i18519_j9050_t-1_ps.tif,,./images/1050010008CD5200_i18519_j9050_t-2_pan.tif,./images/1050010008CD5200_i18519_j9050_t-2_ps.tif,,./images/1050010008ACDD00_i18519_j9050_t-3_pan.tif,./images/1050010008ACDD00_i18519_j9050_t-3_ps.tif,
8640,-29361,9855,epsg:3395,437,1050410000A39600,"[""103001000D57BC00"", ""10504100015A6D00"", ""1050410001626A00""]",train,./images/1050410000A39600_i-29361_j9855_t0_pan.tif,./images/1050410000A39600_i-29361_j9855_t0_ps.tif,,./images/103001000D57BC00_i-29361_j9855_t-1_pan.tif,./images/103001000D57BC00_i-29361_j9855_t-1_ps.tif,,./images/10504100015A6D00_i-29361_j9855_t-2_pan.tif,./images/10504100015A6D00_i-29361_j9855_t-2_ps.tif,,./images/1050410001626A00_i-29361_j9855_t-3_pan.tif,./images/1050410001626A00_i-29361_j9855_t-3_ps.tif,
7201,3208,11662,epsg:3395,437,1050010001310800,"[""1050010001310600"", ""1050410013282A00"", ""1050410013215000""]",train,./images/1050010001310800_i3208_j11662_t0_pan.tif,./images/1050010001310800_i3208_j11662_t0_ps.tif,,./images/1050010001310600_i3208_j11662_t-1_pan.tif,./images/1050010001310600_i3208_j11662_t-1_ps.tif,,./images/1050410013282A00_i3208_j11662_t-2_pan.tif,./images/1050410013282A00_i3208_j11662_t-2_ps.tif,,./images/1050410013215000_i3208_j11662_t-3_pan.tif,./images/1050410013215000_i3208_j11662_t-3_ps.tif,
5691,9073,9163,epsg:3395,437,1050050021DD8200,"[""1030050074F99600"", ""105005001FDD5700"", ""105005001DDD6A00""]",train,./images/1050050021DD8200_i9073_j9163_t0_pan.tif,./images/1050050021DD8200_i9073_j9163_t0_ps.tif,,./images/1030050074F99600_i9073_j9163_t-1_pan.tif,./images/1030050074F99600_i9073_j9163_t-1_ps.tif,,./images/105005001FDD5700_i9073_j9163_t-2_pan.tif,./images/105005001FDD5700_i9073_j9163_t-2_ps.tif,,./images/105005001DDD6A00_i9073_j9163_t-3_pan.tif,./images/105005001DDD6A00_i9073_j9163_t-3_ps.tif,
8753,-24268,7843,epsg:3395,437,105001000B95E200,"[""105001000B5F1000"", ""1050010009707500"", ""1030010066558A00""]",train,./images/105001000B95E200_i-24268_j7843_t0_pan.tif,./images/105001000B95E200_i-24268_j7843_t0_ps.tif,,./images/105001000B5F1000_i-24268_j7843_t-1_pan.tif,./images/105001000B5F1000_i-24268_j7843_t-1_ps.tif,,./images/1050010009707500_i-24268_j7843_t-2_pan.tif,./images/1050010009707500_i-24268_j7843_t-2_ps.tif,,./images/1030010066558A00_i-24268_j7843_t-3_pan.tif,./images/1030010066558A00_i-24268_j7843_t-3_ps.tif,
7699,-910,11209,epsg:3395,437,105001000E064500,"[""1030010075917000"", ""103001007671D400"", ""1030010074419000""]",train,./images/105001000E064500_i-910_j11209_t0_pan.tif,./images/105001000E064500_i-910_j11209_t0_ps.tif,,./images/1030010075917000_i-910_j11209_t-1_pan.tif,./images/1030010075917000_i-910_j11209_t-1_ps.tif,,./images/103001007671D400_i-910_j11209_t-2_pan.tif,./images/103001007671D400_i-910_j11209_t-2_ps.tif,,./images/1030010074419000_i-910_j11209_t-3_pan.tif,./images/1030010074419000_i-910_j11209_t-3_ps.tif,
1403,5,10688,epsg:3395,437,1050050039DD8800,"[""10300100869A3E00"", ""1030050069F8E200"", ""1030010057D6F000""]",train,./images/1050050039DD8800_i5_j10688_t0_pan.tif,./images/1050050039DD8800_i5_j10688_t0_ps.tif,,./images/10300100869A3E00_i5_j10688_t-1_pan.tif,./images/10300100869A3E00_i5_j10688_t-1_ps.tif,,./images/1030050069F8E200_i5_j10688_t-2_pan.tif,./images/1030050069F8E200_i5_j10688_t-2_ps.tif,,./images/1030010057D6F000_i5_j10688_t-3_pan.tif,./images/1030010057D6F000_i5_j10688_t-3_ps.tif,
5499,6045,10398,epsg:3395,437,10500100022FCC00,"[""10500100022FCB00"", ""1050010001AD2400"", ""1050010001AD2300""]",train,./images/10500100022FCC00_i6045_j10398_t0_pan.tif,./images/10500100022FCC00_i6045_j10398_t0_ps.tif,,./images/10500100022FCB00_i6045_j10398_t-1_pan.tif,./images/10500100022FCB00_i6045_j10398_t-1_ps.tif,,./images/1050010001AD2400_i6045_j10398_t-2_pan.tif,./images/1050010001AD2400_i6045_j10398_t-2_ps.tif,,./images/1050010001AD2300_i6045_j10398_t-3_pan.tif,./images/1050010001AD2300_i6045_j10398_t-3_ps.tif,
1395,827,14955,epsg:3395,437,105005001EDD6900,"[""103001006BC93B00"", ""105001000433B200"", ""1030050044F92D00""]",train,./images/105005001EDD6900_i827_j14955_t0_pan.tif,./images/105005001EDD6900_i827_j14955_t0_ps.tif,,./images/103001006BC93B00_i827_j14955_t-1_pan.tif,./images/103001006BC93B00_i827_j14955_t-1_ps.tif,,./images/105001000433B200_i827_j14955_t-2_pan.tif,./images/105001000433B200_i827_j14955_t-2_ps.tif,,./images/1030050044F92D00_i827_j14955_t-3_pan.tif,./images/1030050044F92D00_i827_j14955_t-3_ps.tif,
7890,14022,15409,epsg:3395,437,105001001511E600,"[""1030010083258A00"", ""103001008232A100"", ""105001000F548B00""]",train,./images/105001001511E600_i14022_j15409_t0_pan.tif,./images/105001001511E600_i14022_j15409_t0_ps.tif,,./images/1030010083258A00_i14022_j15409_t-1_pan.tif,./images/1030010083258A00_i14022_j15409_t-1_ps.tif,,./images/103001008232A100_i14022_j15409_t-2_pan.tif,./images/103001008232A100_i14022_j15409_t-2_ps.tif,,./images/105001000F548B00_i14022_j15409_t-3_pan.tif,./images/105001000F548B00_i14022_j15409_t-3_ps.tif,
1951,1234,15598,epsg:3395,437,105005003ADD8A00,"[""103005007CF91400"", ""103001006FD63D00"", ""1050010004509700""]",train,./images/105005003ADD8A00_i1234_j15598_t0_pan.tif,./images/105005003ADD8A00_i1234_j15598_t0_ps.tif,,./images/103005007CF91400_i1234_j15598_t-1_pan.tif,./images/103005007CF91400_i1234_j15598_t-1_ps.tif,,./images/103001006FD63D00_i1234_j15598_t-2_pan.tif,./images/103001006FD63D00_i1234_j15598_t-2_ps.tif,,./images/1050010004509700_i1234_j15598_t-3_pan.tif,./images/1050010004509700_i1234_j15598_t-3_ps.tif,
2806,-29075,15063,epsg:3395,437,105001001479E500,"[""1050010013C75200"", ""1050010013C75100"", ""105001001177DD00""]",train,./images/105001001479E500_i-29075_j15063_t0_pan.tif,./images/105001001479E500_i-29075_j15063_t0_ps.tif,,./images/1050010013C75200_i-29075_j15063_t-1_pan.tif,./images/1050010013C75200_i-29075_j15063_t-1_ps.tif,,./images/1050010013C75100_i-29075_j15063_t-2_pan.tif,./images/1050010013C75100_i-29075_j15063_t-2_ps.tif,,./images/105001001177DD00_i-29075_j15063_t-3_pan.tif,./images/105001001177DD00_i-29075_j15063_t-3_ps.tif,
